"Día","Línea de Servicio","Hora de operación","","","","","","","","","","","","","","","","","","","",""
"","","4:00","5:00","6:00","7:00","8:00","9:00","10:00","11:00","12:00","13:00","14:00","15:00","16:00","17:00","18:00","19:00","20:00","21:00","22:00","23:00","Total general (Número de pasajeros)"
"23/03/2023","LÍNEA M","391 ","926 ","910 ","669 ","414 ","308 ","297 ","298 ","471 ","304 ","364 ","411 ","627 ","889 ","1,127 ","1,023 ","511 ","404 ","291 ","","10,635 "
"23/03/2023","LÍNEA O","259.00 ","1,596.00 ","1,529.00 ","1,854.00 ","1,077.00 ","1,271 ","921 ","1,061 ","1,153 ","986 ","937 ","1,159 ","1,503 ","1,675 ","1,191.00 ","1,011.00 ","883.00 ","919.00 ","265.00 ","","21,250 "
"23/03/2023","LÍNEA P","1,426 ","3,313 ","3,249 ","2,216 ","1,263 ","953 ","821 ","1,218 ","1,300 ","745 ","657 ","736 ","899 ","1,357 ","748 ","489 ","591 ","529 ","132 ","32 ","22,674 "
"23/03/2023","LÍNEA T-A","1,414 ","4,695 ","4,934 ","4,853 ","3,226 ","2,725 ","2,391 ","2,761 ","3,446 ","2,662 ","2,806 ","2,709 ","4,103 ","5,538 ","5,053 ","3,842 ","2,663 ","2,100 ","1,212 ","5 ","63,138 "
"24/03/2023","LÍNEA 1","3,045 ","8,942 ","11,276 ","10,299 ","6,601 ","5,718 ","4,648 ","5,291 ","5,450 ","5,509 ","5,852 ","6,380 ","8,868 ","11,076 ","8,225 ","5,380 ","3,656 ","2,921 ","1,839 ","45 ","121,021 "
"24/03/2023","LÍNEA 2","196 ","865 ","1,128 ","1,151 ","959 ","994 ","1,059 ","1,119 ","1,188 ","1,126 ","1,328 ","1,523 ","2,059 ","2,067 ","1,891 ","1,251 ","928 ","673 ","284 ","42 ","21,831 "
"24/03/2023","LÍNEA A","16,395 ","49,297 ","62,956 ","52,244 ","32,956 ","28,562 ","25,233 ","26,611 ","30,864 ","29,832 ","35,846 ","40,182 ","61,238 ","80,606 ","57,518 ","35,060 ","22,534 ","19,495 ","11,445 ","","718,874 "
"24/03/2023","LÍNEA B","3,285 ","8,331 ","9,499 ","8,228 ","5,356 ","4,851 ","4,126 ","4,428 ","5,453 ","4,878 ","4,981 ","5,663 ","8,047 ","10,692 ","7,601 ","4,677 ","3,594 ","2,891 ","1,494 ","12 ","108,087 "
"24/03/2023","LÍNEA H","220 ","624 ","451 ","290 ","181 ","145 ","111 ","111 ","114 ","96 ","88 ","74 ","90 ","62 ","42 ","57 ","38 ","18 ","6 ","2 ","2,820 "
"24/03/2023","LÍNEA J","1,426 ","2,428 ","2,315 ","2,100 ","1,361 ","971 ","881 ","837 ","941 ","732 ","547 ","631 ","780 ","733 ","471 ","346 ","301 ","142 ","45 ","74 ","18,062 "
"24/03/2023","LÍNEA K","2,509 ","2,808 ","2,668 ","2,272 ","1,677 ","1,361 ","1,104 ","1,145 ","1,415 ","1,076 ","917 ","940 ","1,076 ","1,149 ","872 ","619 ","603 ","330 ","108 ","17 ","24,666 "
"24/03/2023","LÍNEA L","","","","","","98 ","90 ","123 ","128 ","176 ","141 ","156 ","174 ","147 ","1 ","","","","","3 ","1,237 "
"24/03/2023","LÍNEA M","380 ","901 ","921 ","604 ","401 ","310 ","349 ","338 ","439 ","357 ","399 ","462 ","703 ","909 ","1,144 ","882 ","481 ","411 ","317 ","1 ","10,709 "
"24/03/2023","LÍNEA O","239.00 ","1,515.00 ","1,614.00 ","1,846.00 ","982 ","1,229 ","847 ","964 ","986 ","976 ","802 ","1,069 ","1,309 ","1,629 ","1,172.00 ","975.00 ","748.00 ","873.00 ","357.00 ","","20,132 "
"24/03/2023","LÍNEA P","1,436 ","3,267 ","3,174 ","2,219 ","1,288 ","929 ","764 ","1,136 ","1,342 ","852 ","693 ","737 ","983 ","1,279 ","844 ","518 ","600 ","469 ","117 ","59 ","22,706 "
"24/03/2023","LÍNEA T-A","1,453 ","4,473 ","4,992 ","4,452 ","3,016 ","2,677 ","2,331 ","2,645 ","3,207 ","2,821 ","2,869 ","3,256 ","4,451 ","5,231 ","5,041 ","3,615 ","2,670 ","2,233 ","1,416 ","2 ","62,851 "
"25/03/2023","LÍNEA 1","2,225 ","5,053 ","6,656 ","7,536 ","5,226 ","4,439 ","4,075 ","4,817 ","6,589 ","6,732 ","6,379 ","5,830 ","5,454 ","4,880 ","4,296 ","3,397 ","2,593 ","2,513 ","1,538 ","65 ","90,293 "
"25/03/2023","LÍNEA 2","124 ","555 ","683 ","811 ","687 ","748 ","824 ","977 ","1,401 ","1,400 ","1,265 ","1,257 ","1,363 ","1,161 ","1,111 ","779 ","619 ","464 ","226 ","58 ","16,513 "
"25/03/2023","LÍNEA A","11,987 ","28,417 ","36,424 ","37,097 ","25,587 ","22,607 ","21,808 ","25,844 ","41,005 ","44,330 ","45,338 ","39,787 ","37,739 ","32,979 ","28,639 ","21,652 ","15,711 ","15,356 ","9,105 ","","541,412 "
"25/03/2023","LÍNEA B","2,381 ","4,664 ","5,803 ","6,012 ","4,477 ","4,012 ","3,927 ","4,266 ","6,559 ","6,711 ","6,457 ","5,616 ","5,710 ","4,940 ","4,133 ","3,194 ","5,869 ","3,859 ","1,852 ","28 ","90,470 "
"25/03/2023","LÍNEA H","174 ","408 ","329 ","269 ","179 ","146 ","152 ","120 ","118 ","92 ","102 ","72 ","84 ","88 ","51 ","58 ","55 ","32 ","22 ","2 ","2,553 "
"25/03/2023","LÍNEA J","1,003 ","1,659 ","1,945 ","1,724 ","1,235 ","1,035 ","864 ","837 ","921 ","825 ","726 ","723 ","764 ","660 ","549 ","474 ","363 ","283 ","130 ","62 ","16,782 "
"25/03/2023","LÍNEA K","1,954 ","2,480 ","2,555 ","2,190 ","1,569 ","1,331 ","1,143 ","1,256 ","1,332 ","1,139 ","1,092 ","1,202 ","1,298 ","1,223 ","848 ","681 ","681 ","469 ","221 ","21 ","24,685 "
"25/03/2023","LÍNEA L","","","","","2 ","149 ","119 ","204 ","205 ","282 ","251 ","211 ","260 ","269 ","2 ","","","","","3 ","1,957 "
"25/03/2023","LÍNEA M","250 ","611 ","646 ","553 ","372 ","290 ","313 ","325 ","499 ","599 ","663 ","678 ","670 ","625 ","537.00 ","470.00 ","399.00 ","404 ","326 ","2 ","9,232 "
"25/03/2023","LÍNEA O","171.00 ","730.00 ","966.00 ","1,231.00 ","772 ","809 ","659 ","870 ","1,006 ","854 ","844 ","657 ","771 ","680 ","585 ","506.00 ","380.00 ","511.00 ","256.00 ","","13,258 "
"25/03/2023","LÍNEA P","954 ","1,601 ","1,864 ","1,744 ","1,113 ","826 ","853 ","902 ","1,006 ","865 ","813 ","763 ","830 ","709 ","529 ","469 ","443 ","410 ","201 ","55 ","16,950 "
"25/03/2023","LÍNEA T-A","1,045 ","2,747 ","3,499 ","3,793 ","2,650 ","2,202 ","2,259 ","2,492 ","3,518 ","3,656 ","3,697 ","3,633 ","3,404 ","3,077 ","2,760 ","2,204 ","1,824 ","1,852 ","1,191 ","8 ","51,511 "
"26/03/2023","LÍNEA 1","460 ","1,638 ","2,005 ","2,176 ","2,116 ","2,307 ","2,659 ","2,407 ","2,509 ","2,932 ","3,065 ","2,925 ","3,023 ","3,033 ","2,843 ","2,178 ","2,170 ","1,358 ","197 ","95 ","42,096 "
"26/03/2023","LÍNEA 2","20 ","200 ","232 ","252 ","240 ","371 ","525 ","375 ","477 ","616 ","490 ","398 ","500 ","543 ","537 ","361 ","316 ","155 ","15 ","67 ","6,690 "
"26/03/2023","LÍNEA A","3,802 ","10,454 ","12,313 ","11,199 ","10,658 ","11,683 ","12,653 ","12,381 ","14,314 ","15,628 ","18,181 ","17,014 ","18,939 ","20,113 ","18,684 ","15,273 ","14,281 ","10,111 ","773 ","","248,454 "
"26/03/2023","LÍNEA B","803 ","1,685 ","1,795 ","1,880 ","1,931 ","2,225 ","2,482 ","2,585 ","2,732 ","2,948 ","3,287 ","2,983 ","3,013 ","3,468 ","3,333 ","2,519 ","2,183 ","1,567 ","146 ","25 ","43,590 "
"26/03/2023","LÍNEA H","","","","","1 ","112 ","79 ","94 ","85 ","64 ","69 ","99 ","100 ","76 ","76 ","56 ","54 ","26 ","2 ","","993 "
"26/03/2023","LÍNEA J","","","","","43 ","838 ","711 ","656 ","584 ","571 ","622 ","648 ","761 ","661 ","664 ","545 ","501 ","198 ","7 ","","8,010 "
"26/03/2023","LÍNEA K","","","","","545 ","1,032 ","1,024 ","993 ","1,033 ","974 ","1,076 ","1,143 ","1,319 ","1,375 ","1,037 ","829 ","687 ","350 ","30 ","","13,447 "
"26/03/2023","LÍNEA L","","","","","104 ","232 ","313 ","427 ","398 ","351 ","370 ","407 ","420 ","449 ","4 ","","","","","","3,475 "
"26/03/2023","LÍNEA M","","","","","1 ","350 ","263 ","263 ","303 ","319 ","324 ","416 ","391 ","418 ","436 ","374 ","347 ","306 ","103 ","","4,614 "
"26/03/2023","LÍNEA O","17.00 ","335.00 ","371.00 ","278.00 ","277 ","310 ","375 ","358 ","335 ","354 ","388 ","375 ","430 ","473 ","421.00 ","377.00 ","385.00 ","312.00 ","29.00 ","","6,200 "
"26/03/2023","LÍNEA P","","","","","29 ","738 ","618 ","580 ","615 ","675 ","664 ","763 ","634 ","560 ","669 ","522 ","474 ","285 ","8 ","","7,834 "
"26/03/2023","LÍNEA T-A","170 ","815 ","1,036 ","1,071 ","991 ","1,265 ","1,454 ","1,351 ","1,575 ","1,654 ","1,770 ","1,765 ","1,951 ","1,982 ","2,031 ","1,784 ","1,618 ","1,240 ","265 ","","25,788 "
"27/03/2023","LÍNEA 1","3,131 ","9,133 ","11,461 ","10,187 ","6,612 ","5,681 ","4,575 ","5,097 ","5,619 ","5,396 ","5,703 ","6,328 ","8,704 ","11,113 ","8,069 ","5,322 ","3,315 ","2,396 ","1,221 ","","119,063 "
"27/03/2023","LÍNEA 2","177.00 ","888.00 ","1,110.00 ","1,155.00 ","1,032 ","1,030 ","1,052 ","1,177 ","1,276 ","1,123 ","1,250 ","1,504 ","1,963 ","2,415 ","1,690 ","1,274 ","871 ","508 ","196 ","","21,691 "
"27/03/2023","LÍNEA A","17,768.00 ","51,320.00 ","64,634.00 ","53,296.00 ","32,164 ","28,689 ","24,476 ","25,805 ","29,345 ","28,499 ","33,853 ","36,416 ","60,495 ","81,508 ","56,146 ","33,626 ","20,512 ","15,848 ","7,738 ","","702,138 "
"27/03/2023","LÍNEA B","3,388 ","8,502 ","9,348 ","8,489 ","5,342 ","6,458 ","4,911 ","5,645 ","7,045 ","5,294 ","4,539 ","5,466 ","7,686 ","9,848 ","7,063 ","4,781 ","3,010 ","2,330 ","986 ","","110,131 "
"27/03/2023","LÍNEA H","249.00 ","558.00 ","470.00 ","299.00 ","148.00 ","123.00 ","119.00 ","130.00 ","126.00 ","97.00 ","70.00 ","65 ","80 ","61 ","12 ","30 ","26 ","11 ","1 ","","2,675 "
"27/03/2023","LÍNEA J","1,470 ","2,471 ","2,351 ","2,128 ","1,308 ","938 ","734 ","789 ","857 ","686 ","568 ","582 ","720 ","277 ","256 ","292 ","207 ","102 ","27 ","30 ","16,793 "
"27/03/2023","LÍNEA K","2,590 ","2,705 ","2,562 ","2,472 ","1,678 ","1,323 ","1,102 ","1,104 ","1,465 ","969 ","766 ","779 ","1,011 ","662 ","369 ","549 ","441 ","254 ","88 ","6 ","22,895 "
"27/03/2023","LÍNEA M","376 ","900 ","921 ","571 ","372 ","292 ","292 ","323 ","439 ","303 ","392 ","475 ","273 ","960 ","412 ","915 ","504 ","317 ","286 ","5 ","9,328 "
"27/03/2023","LÍNEA O","285 ","1,353 ","1,446 ","1,661 ","942 ","1,120 ","745 ","933 ","957 ","979 ","878 ","969 ","1,487 ","1,343 ","952 ","1,082 ","814.00 ","840.00 ","216.00 ","","19,002 "
"27/03/2023","LÍNEA P","1,469 ","3,359 ","3,149 ","2,266 ","1,263 ","1,030 ","865 ","1,180 ","1,342 ","816 ","716 ","682 ","1,014 ","436 ","790 ","505 ","478 ","375 ","84 ","64 ","21,883 "
"27/03/2023","LÍNEA T-A","1,466 ","4,278 ","4,873 ","4,460 ","2,978 ","2,571 ","2,270 ","2,361 ","3,025 ","2,620 ","2,775 ","3,054 ","2,019 ","5,880 ","2,938 ","3,940 ","2,391 ","1,824 ","1,083 ","10 ","56,816 "
"28/03/2023","LÍNEA 1","3,079 ","9,329 ","11,581 ","10,758 ","6,776 ","5,750 ","4,716 ","5,209 ","5,620 ","5,632 ","5,513 ","6,419 ","9,037 ","11,231 ","8,159 ","5,193 ","3,508 ","2,759 ","1,361 ","33 ","121,663 "
"28/03/2023","LÍNEA 2","174 ","875 ","1,123 ","1,174 ","965 ","995 ","1,058 ","1,189 ","1,243 ","1,084 ","1,304 ","1,582 ","2,089 ","2,118 ","1,848 ","1,288 ","982 ","564 ","192 ","30 ","21,877 "
"28/03/2023","LÍNEA A","16,694 ","50,276 ","64,620 ","55,149 ","33,631 ","28,813 ","24,509 ","26,303 ","30,024 ","29,187 ","34,401 ","37,195 ","60,613 ","83,435 ","58,255 ","33,331 ","22,106 ","17,737 ","8,739 ","","715,018 "
"28/03/2023","LÍNEA B","3,235 ","8,822 ","9,751 ","8,778 ","5,391 ","4,855 ","4,143 ","4,241 ","5,210 ","4,606 ","4,625 ","5,564 ","8,446 ","10,731 ","7,383 ","4,384 ","3,639 ","2,517 ","1,191 ","8 ","107,520 "
"28/03/2023","LÍNEA H","243 ","591 ","440 ","288 ","141 ","107 ","105 ","159 ","139 ","86 ","50 ","64 ","61 ","64 ","48 ","30 ","32 ","8 ","6 ","1 ","2,663 "
"28/03/2023","LÍNEA J","1,381 ","2,358 ","2,307 ","2,055 ","1,453 ","936 ","801 ","827 ","894 ","606 ","480 ","454 ","","595 ","343 ","286 ","266 ","127 ","34 ","45 ","16,248 "
"28/03/2023","LÍNEA K","2,485 ","2,800 ","2,763 ","2,254 ","1,591 ","1,287 ","1,154 ","1,170 ","1,456 ","1,092 ","874 ","867 ","1,174 ","1,027 ","718 ","465 ","488 ","228 ","85 ","11 ","23,989 "
"28/03/2023","LÍNEA L","","","","","","101 ","106 ","114 ","152 ","151 ","136 ","161 ","129 ","121 ","","","","","","1 ","1,172 "
"28/03/2023","LÍNEA M","380 ","887 ","960 ","619 ","383 ","312 ","309 ","349 ","434 ","310 ","341 ","497 ","634 ","927 ","1,028 ","882 ","480 ","319 ","314 ","","10,365 "
"28/03/2023","LÍNEA O","261.00 ","1,577.00 ","1,524.00 ","1,926.00 ","1,015 ","1,242 ","874 ","1,051 ","1,029 ","1,112 ","907 ","1,129 ","1,530 ","1,628 ","1,303.00 ","1,162.00 ","882.00 ","838.00 ","254.00 ","","21,244 "
"28/03/2023","LÍNEA P","1,423 ","3,290 ","3,305 ","2,300 ","1,350 ","1,029 ","744 ","1,052 ","1,349 ","759 ","670 ","725 ","1,135 ","978 ","671 ","457 ","572 ","414 ","115 ","49 ","22,387 "
"28/03/2023","LÍNEA T-A","1,440 ","4,666 ","5,013 ","4,775 ","3,133 ","2,677 ","2,303 ","2,800 ","3,309 ","2,804 ","2,817 ","3,365 ","4,293 ","5,563 ","5,131 ","3,411 ","2,578 ","2,098 ","1,182 ","3 ","63,361 "
"29/03/2023","LÍNEA 1","3,065 ","9,125 ","11,477 ","11,079 ","6,829 ","5,855 ","4,612 ","5,160 ","5,462 ","5,493 ","5,860 ","6,106 ","8,850 ","11,390 ","6,703 ","5,344 ","3,750 ","2,732 ","1,074 ","48 ","120,014 "
"29/03/2023","LÍNEA 2","189 ","895 ","1,037 ","1,127 ","978 ","1,025 ","1,002 ","1,131 ","1,197 ","1,143 ","1,263 ","1,385 ","1,996 ","2,028 ","1,701 ","1,194 ","1,010 ","545 ","188 ","55 ","21,089 "
"29/03/2023","LÍNEA A","16,642 ","50,002 ","63,814 ","54,806 ","34,669 ","28,819 ","24,634 ","26,128 ","29,951 ","28,936 ","34,830 ","33,474 ","63,101 ","82,657 ","59,273 ","33,035 ","22,311 ","17,832 ","9,190 ","","714,104 "
"29/03/2023","LÍNEA B","3,256 ","8,628 ","9,593 ","8,851 ","5,587 ","4,902 ","3,931 ","4,324 ","5,033 ","4,756 ","4,965 ","5,837 ","7,778 ","10,822 ","7,392 ","4,370 ","3,739 ","2,843 ","1,379 ","10 ","107,996 "
"29/03/2023","LÍNEA H","233 ","588 ","449 ","280 ","203 ","142 ","135 ","129 ","105 ","71 ","63 ","37.00 ","93 ","57 ","47 ","30 ","29 ","16 ","5 ","","2,712 "
"29/03/2023","LÍNEA J","1,461 ","2,304 ","2,254 ","1,781 ","1,409 ","928 ","803 ","754 ","899 ","694 ","566 ","108 ","678 ","608 ","312 ","256 ","228 ","135 ","26 ","28 ","16,232 "
"29/03/2023","LÍNEA K","2,454 ","2,858 ","2,718 ","1,673 ","376 ","1,380 ","1,069 ","1,204 ","1,441 ","1,044 ","813 ","839 ","1,037 ","995 ","657 ","445 ","443 ","288 ","79 ","7 ","21,820 "
"29/03/2023","LÍNEA L","","","","","","95 ","76 ","92 ","123 ","129 ","95 ","118 ","49 ","75 ","","","","","","3 ","855 "
"29/03/2023","LÍNEA M","379 ","897 ","900 ","649 ","422 ","323 ","272 ","353 ","448 ","333 ","360.00 ","461 ","635 ","980 ","1,046 ","896 ","474 ","323 ","349 ","","10,500 "
"29/03/2023","LÍNEA O","282.00 ","1,511.00 ","1,680.00 ","1,680.00 ","1,146 ","1,241 ","832 ","1,062 ","1,050 ","1,123 ","1,003.00 ","1,154 ","1,356 ","1,467 ","1,147 ","981.00 ","761.00 ","867.00 ","268.00 ","","20,611 "
"29/03/2023","LÍNEA P","1,457 ","3,344 ","3,158 ","2,328 ","1,367 ","934 ","857 ","1,054 ","1,370 ","773 ","658 ","861 ","987 ","1,281 ","665 ","504 ","620 ","408 ","92 ","41 ","22,759 "
"29/03/2023","LÍNEA T-A","1,402 ","4,755 ","5,104 ","4,785 ","3,174 ","2,750 ","2,393 ","2,764 ","3,318 ","2,892 ","2,811 ","3,179 ","4,536 ","5,518 ","5,242 ","3,350 ","2,597 ","2,049 ","1,228 ","5 ","63,852 "
"30/03/2023","LÍNEA 1","3,088 ","8,988 ","11,340 ","10,485 ","6,689 ","5,782 ","4,665 ","5,153 ","5,530 ","5,336 ","5,763 ","7,046 ","9,206 ","11,239 ","8,281 ","5,872 ","3,581 ","2,061 ","1,017 ","43 ","121,165 "
"30/03/2023","LÍNEA 2","201 ","895 ","1,123 ","1,240 ","919 ","1,001 ","991 ","1,077 ","1,258 ","1,110 ","1,284 ","1,600 ","2,205 ","2,259 ","1,991 ","1,472 ","960 ","489 ","174 ","35 ","22,284 "
"30/03/2023","LÍNEA A","16,570 ","49,165 ","64,286 ","53,599 ","32,978 ","28,791 ","24,241 ","26,309 ","30,092 ","28,494 ","17,338.00 ","16,449 ","36,919 ","65,339 ","65,326 ","36,403 ","22,964 ","17,842 ","9,850 ","1 ","642,956 "
"30/03/2023","LÍNEA B","3,190 ","8,505 ","9,505 ","8,560 ","5,456 ","4,668 ","4,009 ","4,202 ","4,998 ","4,539 ","4,148 ","4,672 ","6,906 ","10,918 ","7,666 ","4,491 ","3,662 ","2,554 ","1,455 ","10 ","104,114 "
"30/03/2023","LÍNEA H","223 ","601 ","463 ","274 ","166 ","107 ","126 ","154 ","130 ","81 ","54.00 ","67 ","79 ","59 ","51 ","31 ","41 ","11 ","4 ","","2,722 "
"30/03/2023","LÍNEA J","1,455 ","2,457 ","2,263 ","2,049 ","1,364 ","960 ","748 ","774 ","830 ","618 ","514 ","522 ","677 ","637 ","412 ","275 ","285 ","135 ","62 ","57 ","17,094 "
"30/03/2023","LÍNEA K","2,504 ","2,821 ","2,714 ","2,226 ","1,682 ","1,341 ","1,235 ","1,224 ","1,479 ","1,153 ","867 ","822 ","1,022 ","1,117 ","701 ","522 ","522 ","299 ","120 ","16 ","24,387 "
"30/03/2023","LÍNEA L","","","","","","98 ","107 ","115 ","126 ","147 ","95 ","79 ","112 ","108 ","","","","","","3 ","990 "
"30/03/2023","LÍNEA M","373 ","885 ","925 ","624 ","409 ","320 ","301 ","347 ","434 ","326 ","309 ","333 ","471 ","671 ","1,140 ","1,027 ","543 ","303 ","323 ","","10,064 "
"30/03/2023","LÍNEA O","259.00 ","1,527.00 ","1,429.00 ","1,802.00 ","1,067.00 ","1,241 ","787 ","1,103 ","1,036 ","1,137 ","982 ","1,257 ","1,374 ","1,611 ","1,160.00 ","936.00 ","787.00 ","741.00 ","292.00 ","","20,528 "
"30/03/2023","LÍNEA P","1,379 ","3,401 ","3,110 ","2,328 ","1,343 ","1,062 ","777 ","987 ","1,411 ","773 ","745 ","696 ","959 ","1,036 ","734 ","455 ","589 ","435 ","150 ","65 ","22,435 "
"30/03/2023","LÍNEA T-A","1,404 ","4,440 ","5,104 ","4,808 ","3,017 ","2,651 ","2,410 ","2,843 ","3,162 ","2,805 ","2,319 ","2,616 ","2,827 ","4,726 ","4,955 ","4,094 ","2,544 ","2,052 ","1,269 ","8 ","60,054 "
"31/03/2023","LÍNEA 1","3,011 ","8,513 ","10,806 ","10,237 ","6,680 ","5,871 ","4,735 ","5,075 ","5,575 ","5,455 ","5,919 ","6,564 ","8,878 ","10,320 ","8,005 ","5,412 ","3,858 ","3,182 ","1,986 ","42 ","120,124 "
"31/03/2023","LÍNEA 2","164 ","868 ","1,024 ","1,142 ","947 ","992 ","1,131 ","1,134 ","1,206 ","1,200 ","1,320 ","1,545 ","2,009 ","2,141 ","1,938 ","1,337 ","905 ","688 ","303 ","42 ","22,036 "
"31/03/2023","LÍNEA A","15,999 ","46,721 ","60,680 ","51,862 ","33,344 ","28,894 ","26,220 ","26,968 ","30,483 ","30,347 ","36,962 ","41,150 ","61,157 ","76,292 ","58,758 ","37,023 ","24,587 ","21,261 ","12,966 ","","721,674 "
"31/03/2023","LÍNEA B","3,112 ","7,892 ","9,039 ","8,476 ","5,267 ","4,635 ","4,173 ","4,350 ","5,005 ","4,663 ","4,982 ","5,726 ","7,747 ","9,862 ","7,545 ","4,785 ","3,951 ","3,130 ","1,771 ","8 ","106,119 "
"31/03/2023","LÍNEA H","209 ","554 ","466 ","307 ","162 ","136 ","114 ","125 ","116 ","94 ","72 ","84 ","96 ","71 ","47 ","42 ","52 ","12 ","8 ","3 ","2,770 "
"31/03/2023","LÍNEA J","1,407 ","2,318 ","2,174 ","2,053 ","1,362 ","1,047 ","806 ","801 ","878 ","754 ","580 ","687 ","770 ","760 ","467 ","437 ","329 ","212 ","112 ","118 ","18,072 "
"31/03/2023","LÍNEA K","2,419 ","2,822 ","2,661 ","2,188 ","1,669 ","1,371 ","1,314 ","1,241 ","1,367 ","1,121 ","1,000 ","1,019 ","1,235 ","1,166 ","773 ","635 ","619 ","403 ","141 ","19 ","25,183 "
"31/03/2023","LÍNEA L","","","","","","169 ","100 ","134 ","130 ","145 ","147 ","108 ","209 ","141 ","3 ","","","","","2 ","1,288 "
"31/03/2023","LÍNEA M","364 ","845 ","909 ","623 ","405 ","311 ","310 ","315 ","391 ","330 ","390 ","447 ","709 ","864 ","961 ","885 ","553 ","425 ","386 ","1 ","10,424 "
"31/03/2023","LÍNEA O","254.00 ","1,330.00 ","1,465.00 ","1,614.00 ","873 ","1,214 ","877 ","968 ","963 ","998 ","851 ","974 ","1,261 ","1,376 ","1,084.00 ","875.00 ","639.00 ","816.00 ","367.00 ","","18,799 "
"31/03/2023","LÍNEA P","1,357 ","3,151 ","3,068 ","2,267 ","1,364 ","903 ","918 ","991 ","1,194 ","812 ","797 ","811 ","1,067 ","970 ","707 ","634 ","644 ","439 ","198 ","123 ","22,415 "
"31/03/2023","LÍNEA T-A","1,371 ","4,198 ","4,752 ","4,554 ","2,954 ","2,666 ","2,368 ","2,614 ","2,808 ","2,812 ","2,869 ","3,248 ","4,226 ","5,148 ","4,956 ","3,683 ","2,702 ","2,207 ","1,574 ","7 ","61,717 "
"01/04/2023","LÍNEA 1","2,297 ","5,191 ","6,628 ","7,386 ","5,081 ","4,830 ","4,481 ","4,843 ","6,522 ","6,606 ","6,631 ","5,782 ","5,597 ","4,784 ","3,603 ","3,813 ","2,832 ","2,513 ","1,531 ","75 ","91,026 "
"01/04/2023","LÍNEA 2","128 ","596 ","686 ","804 ","684 ","762 ","918 ","1,154 ","1,420 ","1,399 ","1,331 ","1,278 ","1,351 ","1,184 ","1,042 ","882 ","637 ","475 ","205 ","54 ","16,990 "
"01/04/2023","LÍNEA A","12,453 ","28,673 ","35,605 ","36,120 ","25,682 ","23,622 ","23,614 ","27,642 ","41,224 ","43,786 ","46,039 ","39,097 ","38,202 ","33,467 ","30,397 ","24,220 ","17,911 ","16,776 ","10,158 ","","554,688 "
"01/04/2023","LÍNEA B","2,359 ","5,036 ","5,518 ","5,801 ","4,204 ","4,149 ","4,278 ","4,690 ","6,404 ","6,198 ","6,030 ","5,759 ","5,423 ","4,752 ","6,468 ","4,033 ","2,842 ","2,318 ","1,382 ","24 ","87,668 "
"01/04/2023","LÍNEA H","161 ","362 ","316 ","271 ","164 ","151 ","131 ","146 ","153 ","136 ","129 ","75 ","85 ","81 ","72 ","71 ","52 ","46 ","24 ","3 ","2,629 "
"01/04/2023","LÍNEA J","1,075 ","1,687 ","1,865 ","1,738 ","1,308 ","1,027 ","835 ","932 ","978 ","821 ","808 ","815 ","775 ","621 ","592 ","548 ","421 ","382 ","192 ","104 ","17,524 "
"01/04/2023","LÍNEA K","2,006 ","2,671 ","2,591 ","2,089 ","1,611 ","1,426 ","1,294 ","1,378 ","1,472 ","1,300 ","1,212 ","1,229 ","1,242 ","1,382 ","915 ","893 ","850 ","617 ","277 ","18 ","26,473 "
"01/04/2023","LÍNEA L","","","","","","254 ","162 ","231 ","244 ","189 ","221 ","275 ","295 ","369 ","","","","","","7 ","2,247 "
"01/04/2023","LÍNEA M","281 ","622 ","605 ","569 ","428 ","313 ","329 ","370 ","528 ","570 ","646 ","298 ","633 ","633 ","632 ","576 ","498 ","407 ","327 ","2 ","9,267 "
"01/04/2023","LÍNEA O","203.00 ","766.00 ","966.00 ","1,128.00 ","726.00 ","759 ","622 ","725 ","963 ","729 ","822 ","638 ","711 ","595 ","606.00 ","526.00 ","352.00 ","536.00 ","224.00 ","","12,597 "
"01/04/2023","LÍNEA P","983 ","1,915 ","1,932 ","1,768 ","1,083 ","845 ","833 ","900 ","984 ","837 ","904 ","777 ","803 ","648 ","619 ","489 ","553 ","434 ","236 ","81 ","17,624 "
"01/04/2023","LÍNEA T-A","1,058 ","2,743 ","3,274 ","3,792 ","2,536 ","2,380 ","2,208 ","2,655 ","3,486 ","3,547 ","3,498 ","1,735 ","3,195 ","3,057 ","2,956 ","2,605 ","2,124 ","1,875 ","1,374 ","3 ","50,101 "
"02/04/2023","LÍNEA 1","459 ","1,654 ","1,998 ","2,163 ","2,084 ","2,539 ","2,765 ","2,587 ","2,561 ","2,831 ","3,147 ","3,009 ","2,921 ","2,859 ","2,790 ","2,424 ","2,158 ","1,321 ","127 ","108 ","42,505 "
"02/04/2023","LÍNEA 2","23 ","192 ","211 ","244 ","217 ","357 ","558 ","410 ","475 ","628 ","560 ","467 ","442 ","472 ","527 ","420 ","309 ","145 ","18 ","67 ","6,742 "
"02/04/2023","LÍNEA A","3,801 ","10,482 ","12,591 ","11,458 ","11,389 ","12,644 ","13,897 ","13,479 ","14,858 ","17,237 ","18,584 ","18,201 ","19,569 ","19,002 ","18,633 ","15,832 ","14,521 ","10,803 ","844 ","1 ","257,826 "
